0.085 0.026 0.025 454 47.07 43.38
0.085 0.027 0.025 491 52.01 44.27
0.084 0.026 0.025 570 48.58 43.16
0.089 0.028 0.025 519 48.18 41.03
0.085 0.027 0.026 516 51.68 44.81
0.087 0.026 0.025 584 49.19 44.59
0.091 0.025 0.024 629 50.99 43.51
0.091 0.027 0.024 675 51.36 43.14
0.092 0.025 0.024 661 50.19 42.94
0.090 0.025 0.024 661 49.03 43.07
0.092 0.025 0.024 632 49.35 43.35
0.093 0.027 0.026 687 48.05 41.82
0.087 0.027 0.026 605 59.75 48.03
0.087 0.028 0.025 549 59.48 45.70
0.091 0.028 0.028 612 59.09 47.00
0.087 0.028 0.027 610 56.78 46.56
0.087 0.028 0.026 622 56.07 45.66
0.089 0.028 0.025 582 57.88 47.54
0.088 0.027 0.026 621 59.94 45.62
0.088 0.030 0.026 644 59.85 45.72
0.089 0.026 0.025 613 60.83 46.10
0.086 0.026 0.025 540 60.27 45.09
0.089 0.026 0.026 647 58.79 44.49
0.087 0.028 0.025 587 59.04 40.36
0.101 0.029 0.020 642 29.36 26.35
0.102 0.027 0.019 409 29.07 22.84
0.100 0.029 0.019 575 27.26 24.48
0.100 0.027 0.019 576 27.68 24.73
0.101 0.027 0.019 628 27.67 23.29
0.100 0.029 0.020 641 26.59 22.46
0.098 0.029 0.023 685 40.46 34.18
0.101 0.028 0.024 605 42.15 33.12
0.098 0.028 0.022 684 40.66 34.48
0.098 0.029 0.026 633 40.68 34.19
0.096 0.027 0.024 617 39.37 33.51
0.098 0.029 0.024 735 38.90 31.89
0.091 0.026 0.023 422 49.50 46.45
0.088 0.025 0.024 361 47.11 43.40
0.090 0.025 0.023 464 48.61 42.99
0.089 0.025 0.023 454 48.23 43.40
0.096 0.025 0.023 423 48.84 44.21
0.087 0.027 0.023 404 45.63 41.46
0.098 0.027 0.026 640 27.23 24.29
0.099 0.027 0.026 675 27.73 24.93
0.098 0.027 0.027 665 26.78 24.60
0.098 0.027 0.027 600 27.45 24.28
0.101 0.028 0.026 674 28.91 25.70
0.101 0.027 0.027 643 27.25 24.85
0.089 0.028 0.025 595 35.60 32.79
0.088 0.028 0.023 567 36.13 33.22
0.089 0.026 0.024 578 36.15 34.38
0.091 0.029 0.023 577 36.25 33.90
0.089 0.028 0.023 572 37.03 34.73
0.089 0.027 0.022 561 37.46 33.87
0.085 0.045 0.025 660 48.81 42.01
0.083 0.044 0.025 659 47.30 44.81
0.083 0.045 0.026 630 47.63 42.15
0.082 0.027 0.024 536 46.16 43.64
0.084 0.042 0.024 611 49.99 42.72
0.082 0.044 0.025 643 50.31 41.73
0.097 0.034 0.022 596 45.65 34.42
0.096 0.033 0.022 592 44.61 35.16
0.095 0.032 0.022 569 44.15 34.60
0.098 0.032 0.023 609 46.95 36.09
0.096 0.033 0.021 571 47.11 36.37
0.096 0.032 0.022 588 44.26 34.07
0.096 0.027 0.023 631 33.44 26.84
0.094 0.026 0.023 594 32.15 26.56
0.095 0.026 0.023 702 35.49 25.75
0.096 0.028 0.023 656 35.34 26.43
0.096 0.029 0.024 627 33.05 27.20
0.094 0.028 0.022 655 35.54 26.62
0.082 0.025 0.024 566 73.57 41.19
0.084 0.025 0.024 561 78.67 43.41
0.082 0.026 0.024 557 76.18 35.87
0.080 0.027 0.024 554 77.44 35.53
0.083 0.026 0.024 587 77.72 42.67
0.084 0.028 0.023 493 78.36 42.94
0.077 0.029 0.023 574 72.01 48.70
0.080 0.028 0.023 579 75.50 47.02
0.078 0.026 0.023 556 70.56 46.56
0.077 0.028 0.025 516 73.94 47.76
0.076 0.028 0.024 540 73.67 48.10
0.078 0.026 0.022 502 74.07 46.85
0.097 0.028 0.019 499 28.07 20.78
0.095 0.028 0.018 465 25.30 20.19
0.095 0.028 0.018 464 25.61 19.97
0.095 0.028 0.018 446 23.96 20.28
0.093 0.028 0.018 463 25.15 21.06
0.093 0.028 0.017 453 25.12 21.69
0.087 0.030 0.022 674 34.82 32.83
0.086 0.030 0.023 667 34.84 32.72
0.089 0.027 0.023 571 36.93 31.72
0.087 0.028 0.022 669 35.40 33.78
0.089 0.029 0.021 691 36.50 33.92
0.089 0.028 0.023 675 36.28 34.78
0.101 0.028 0.020 676 37.82 23.87
0.101 0.028 0.020 676 38.25 25.23
0.098 0.026 0.021 663 38.57 25.89
0.101 0.027 0.020 618 35.89 23.53
0.101 0.028 0.021 579 36.33 24.08
0.100 0.027 0.021 563 36.73 25.33
