0.100 0.028 0.026 781 49.62 39.24
0.101 0.029 0.027 779 51.18 40.70
0.101 0.028 0.028 879 50.24 40.24
0.099 0.028 0.027 845 49.93 39.50
0.101 0.029 0.027 840 50.61 39.85
0.099 0.028 0.027 808 48.74 39.22
0.100 0.029 0.028 861 51.39 40.18
0.100 0.029 0.027 724 48.92 40.44
0.099 0.028 0.026 849 49.83 40.34
0.098 0.027 0.026 756 47.35 38.02
0.103 0.029 0.027 812 46.48 38.86
0.103 0.029 0.027 821 47.06 37.23
0.102 0.032 0.028 944 48.49 38.64
0.103 0.029 0.028 822 47.28 39.34
0.105 0.029 0.028 770 47.89 36.35
0.102 0.030 0.028 900 48.96 38.98
0.102 0.029 0.028 768 49.24 38.69
0.102 0.029 0.028 782 47.23 38.71
0.102 0.029 0.028 792 46.87 38.13
0.102 0.029 0.028 779 45.48 37.26
0.102 0.030 0.027 704 44.18 45.04
0.100 0.028 0.025 722 45.02 45.82
0.101 0.028 0.025 719 45.27 45.31
0.101 0.028 0.025 711 45.13 45.27
0.102 0.028 0.025 742 45.37 45.53
0.101 0.028 0.025 721 45.27 45.52
0.102 0.030 0.026 677 44.83 44.56
0.100 0.028 0.025 731 45.19 45.50
0.100 0.028 0.025 712 44.87 45.56
0.100 0.028 0.025 726 44.81 45.13
0.102 0.032 0.027 789 38.65 41.25
0.101 0.031 0.025 667 38.23 40.96
0.103 0.031 0.026 667 37.90 40.73
0.102 0.032 0.023 659 38.42 41.39
0.103 0.032 0.024 679 38.04 40.89
0.103 0.031 0.026 685 38.79 41.83
0.103 0.032 0.026 687 38.59 41.81
0.103 0.031 0.026 696 38.34 41.42
0.103 0.032 0.024 698 38.91 41.86
0.103 0.032 0.026 702 38.71 41.34
0.106 0.032 0.022 698 42.37 43.23
0.109 0.031 0.025 905 43.93 42.65
0.106 0.030 0.025 790 42.16 42.48
0.107 0.028 0.025 814 43.37 43.23
0.107 0.028 0.025 812 43.38 43.62
0.107 0.028 0.025 795 43.82 43.30
0.107 0.030 0.025 863 43.55 43.07
0.106 0.030 0.026 724 43.16 43.51
0.104 0.030 0.024 621 40.76 41.99
0.106 0.031 0.027 731 43.56 44.10
0.108 0.029 0.024 745 42.25 43.83
0.107 0.029 0.024 733 42.05 44.08
0.107 0.029 0.025 739 42.28 44.48
0.107 0.029 0.026 715 41.36 42.88
0.107 0.029 0.025 731 42.76 44.62
0.106 0.029 0.025 754 41.59 43.93
0.107 0.029 0.026 685 42.16 42.29
0.106 0.029 0.026 694 41.79 41.73
0.108 0.029 0.027 734 42.19 43.34
0.107 0.029 0.026 690 42.44 41.96
0.106 0.028 0.025 715 42.90 41.10
0.106 0.028 0.023 703 42.37 41.28
0.106 0.028 0.023 701 43.74 41.03
0.107 0.031 0.024 733 42.74 41.33
0.106 0.028 0.023 698 43.76 41.89
0.107 0.028 0.023 682 44.96 42.80
0.106 0.028 0.025 664 43.37 41.85
0.108 0.030 0.023 695 43.37 42.12
0.106 0.029 0.025 679 44.50 41.91
0.106 0.028 0.025 688 42.98 41.08
0.105 0.027 0.027 747 48.31 39.48
0.108 0.027 0.026 803 50.34 39.92
0.107 0.027 0.025 714 50.07 39.37
0.108 0.027 0.026 775 48.17 39.03
0.110 0.027 0.025 755 50.17 40.29
0.108 0.026 0.025 804 48.29 39.21
0.107 0.028 0.027 819 48.84 39.12
0.104 0.026 0.026 713 46.60 38.73
0.106 0.026 0.026 749 48.63 39.10
0.105 0.026 0.026 728 47.55 39.31
0.103 0.033 0.028 810 54.74 40.43
0.101 0.034 0.028 754 56.30 40.40
