0.109 0.052 0.047 1807 173.33 173.39
0.108 0.052 0.049 1804 173.59 173.62
0.107 0.053 0.051 2152 172.98 173.33
0.105 0.054 0.051 2100 173.49 173.40
0.108 0.053 0.049 2123 173.89 173.57
0.108 0.052 0.049 2144 173.64 173.76
0.108 0.052 0.049 2110 173.74 173.23
0.108 0.052 0.047 2203 174.34 174.57
0.109 0.051 0.047 2210 174.18 174.41
0.112 0.055 0.050 2552 157.97 162.24
0.108 0.053 0.050 2431 158.89 163.03
0.112 0.054 0.050 2579 158.34 163.09
0.112 0.055 0.050 2501 158.47 163.57
0.112 0.057 0.051 2616 159.04 164.13
0.113 0.055 0.050 2661 158.41 163.31
0.108 0.055 0.051 2583 158.86 162.59
0.110 0.054 0.050 2627 158.96 162.73
0.110 0.054 0.050 2574 158.75 163.47
0.109 0.054 0.049 2574 158.32 162.13
0.106 0.052 0.050 2148 159.93 161.09
0.106 0.052 0.047 2076 160.75 162.90
0.107 0.052 0.048 2049 160.90 163.20
0.109 0.052 0.047 2040 161.04 162.49
0.107 0.052 0.048 2103 161.01 162.79
0.108 0.052 0.048 2078 161.37 164.04
0.109 0.052 0.047 2054 162.09 164.01
0.108 0.052 0.047 1980 161.29 163.81
0.107 0.052 0.047 2035 161.21 162.42
0.107 0.052 0.047 2056 161.03 161.95
0.118 0.051 0.047 2176 181.37 181.30
0.117 0.053 0.044 2101 181.15 181.71
0.117 0.051 0.046 2028 181.49 181.93
0.113 0.052 0.045 2005 181.69 181.75
0.117 0.053 0.044 2009 182.12 182.90
0.115 0.052 0.044 1880 182.44 182.39
0.116 0.053 0.044 2091 181.70 183.31
0.116 0.052 0.045 2272 182.31 182.63
0.116 0.051 0.045 2144 183.79 183.74
0.115 0.051 0.044 2023 183.10 183.51
